prolific_pid,trial,balance,chosen_number,winner_number,banner_yn,win_status,hot_set_size,outcome_rel_to_hot,choice_hot,regret_chosen,regret_notchosen_winner,regret_notchosen_hot_loser,comp_tries_to_pass,feedback,age,gamble_freq_12mo,hot_reliance,race,gender,ethnicity
558acd52fdf99b65685f03d9,3,0.26999999999999996,11,15,No Banner,Lost,0,NA,Chose Non-Hot,97,100,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,4,0.6199999999999999,19,19,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,5,0.6099999999999999,29,35,Banner,Lost,2,hot_win_number,Chose Non-Hot,10,18,22,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,6,0.5999999999999999,1,18,No Banner,Lost,0,NA,Chose Non-Hot,19,24,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,7,0.5899999999999999,32,10,No Banner,Lost,0,NA,Chose Non-Hot,17,52,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,8,0.5799999999999998,24,23,Banner,Lost,8,nonhot_win_number,Chose Hot,14,53,13,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,9,0.5699999999999998,19,13,No Banner,Lost,0,NA,Chose Non-Hot,12,30,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,10,0.9199999999999998,1,1,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,11,0.9099999999999998,1,7,Banner,Lost,2,nonhot_win_number,Chose Non-Hot,17,32,15,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,12,0.8999999999999998,14,5,Banner,Lost,3,hot_win_number,Chose Hot,9,36,12,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,13,0.8899999999999998,15,17,No Banner,Lost,0,NA,Chose Non-Hot,7,52,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,14,0.8799999999999998,9,23,No Banner,Lost,0,NA,Chose Non-Hot,15,24,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,15,0.8699999999999998,36,13,Banner,Lost,1,nonhot_win_number,Chose Hot,16,49,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,16,0.8599999999999998,14,3,Banner,Lost,8,hot_win_number,Chose Non-Hot,1,18,0,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,17,1.2099999999999995,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,18,1.1999999999999995,29,34,No Banner,Lost,0,NA,Chose Non-Hot,20,54,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,19,1.1899999999999995,1,21,Banner,Lost,16,hot_win_number,Chose Hot,17,61,0,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,20,1.1799999999999995,31,2,No Banner,Lost,0,NA,Chose Non-Hot,37,71,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,21,1.1699999999999997,13,19,No Banner,Lost,0,NA,Chose Non-Hot,16,60,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,22,1.1599999999999997,6,12,Banner,Lost,16,nonhot_win_number,Chose Hot,12,51,0,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,23,1.1499999999999997,23,21,No Banner,Lost,0,NA,Chose Non-Hot,17,54,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
558acd52fdf99b65685f03d9,24,1.4999999999999996,1,1,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,"No feedback to provide, but thank you.",34,A few times,NA,Multiracial/Mixed,Female,Non-Hispanic
568899d9d7848e0005399c6b,1,0.29,13,18,No Banner,Lost,0,NA,Chose Non-Hot,7,83,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,2,0.27999999999999997,13,25,Banner,Lost,16,nonhot_win_number,Chose Hot,28,87,25,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,3,0.26999999999999996,13,35,Banner,Lost,3,nonhot_win_number,Chose Non-Hot,14,80,24,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,4,0.25999999999999995,13,31,Banner,Lost,8,hot_win_number,Chose Hot,36,82,22,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,5,0.6099999999999999,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,6,0.5999999999999999,10,9,Banner,Lost,1,nonhot_win_number,Chose Hot,22,80,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,7,0.5899999999999999,22,2,Banner,Lost,16,hot_win_number,Chose Non-Hot,35,91,17,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,8,0.5799999999999998,13,2,No Banner,Lost,0,NA,Chose Non-Hot,40,87,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,9,0.5699999999999998,13,20,No Banner,Lost,0,NA,Chose Non-Hot,50,79,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,10,0.5599999999999998,34,5,No Banner,Lost,0,NA,Chose Non-Hot,34,87,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,11,0.9099999999999998,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,12,0.8999999999999998,31,9,Banner,Lost,8,nonhot_win_number,Chose Non-Hot,19,87,12,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,13,0.8899999999999998,13,23,No Banner,Lost,0,NA,Chose Non-Hot,14,75,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,14,0.8799999999999998,20,14,No Banner,Lost,0,NA,Chose Non-Hot,17,86,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,15,0.8699999999999998,13,10,Banner,Lost,2,nonhot_win_number,Chose Non-Hot,46,87,11,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,16,1.2199999999999998,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,17,1.2099999999999995,25,14,No Banner,Lost,0,NA,Chose Non-Hot,18,87,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,18,1.1999999999999995,25,36,Banner,Lost,1,nonhot_win_number,Chose Non-Hot,12,82,10,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,19,1.1899999999999995,13,28,Banner,Lost,2,hot_win_number,Chose Non-Hot,26,70,5,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,20,1.1799999999999995,13,31,No Banner,Lost,0,NA,Chose Non-Hot,32,87,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,21,1.5299999999999998,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,22,1.5199999999999998,27,7,No Banner,Lost,0,NA,Chose Non-Hot,8,74,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,23,1.5099999999999998,27,16,No Banner,Lost,0,NA,Chose Non-Hot,13,82,NA,1,,43,About once a month,NA,White,Male,Non-Hispanic
568899d9d7848e0005399c6b,24,1.4999999999999998,13,18,Banner,Lost,3,hot_win_number,Chose Non-Hot,30,89,13,1,,43,About once a month,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,1,0.29,17,29,Banner,Lost,1,nonhot_win_number,Chose Non-Hot,15,19,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,2,0.27999999999999997,29,31,No Banner,Lost,0,NA,Chose Non-Hot,13,19,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,3,0.26999999999999996,17,13,Banner,Lost,3,hot_win_number,Chose Hot,10,23,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,4,0.25999999999999995,17,8,Banner,Lost,2,nonhot_win_number,Chose Non-Hot,6,14,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,5,0.6099999999999999,17,17,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,6,0.5999999999999999,7,35,No Banner,Lost,0,NA,Chose Non-Hot,7,8,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,7,0.5899999999999999,7,5,No Banner,Lost,0,NA,Chose Non-Hot,5,13,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,8,0.5799999999999998,7,36,Banner,Lost,16,nonhot_win_number,Chose Non-Hot,4,9,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,9,0.5699999999999998,7,17,Banner,Lost,1,nonhot_win_number,Chose Non-Hot,13,53,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,10,0.9199999999999998,7,7,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,11,0.9099999999999998,33,25,Banner,Lost,8,nonhot_win_number,Chose Non-Hot,18,7,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,12,0.8999999999999998,30,20,No Banner,Lost,0,NA,Chose Non-Hot,4,8,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,13,0.8899999999999998,30,2,Banner,Lost,16,hot_win_number,Chose Non-Hot,11,12,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,14,0.8799999999999998,30,12,No Banner,Lost,0,NA,Chose Non-Hot,5,8,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,15,0.8699999999999998,30,22,No Banner,Lost,0,NA,Chose Non-Hot,7,11,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,16,1.2199999999999998,30,30,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,17,1.2099999999999995,11,14,No Banner,Lost,0,NA,Chose Non-Hot,7,18,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,18,1.1999999999999995,11,16,No Banner,Lost,0,NA,Chose Non-Hot,11,15,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,19,1.1899999999999995,11,24,No Banner,Lost,0,NA,Chose Non-Hot,9,12,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,20,1.1799999999999995,11,3,Banner,Lost,3,nonhot_win_number,Chose Non-Hot,16,9,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,21,1.1699999999999997,11,1,No Banner,Lost,0,NA,Chose Non-Hot,5,9,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,22,1.1599999999999997,11,27,Banner,Lost,8,hot_win_number,Chose Non-Hot,13,9,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,23,1.5099999999999998,11,11,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
58f0fca0d40252000192f201,24,1.4999999999999998,1,35,Banner,Lost,2,hot_win_number,Chose Non-Hot,12,13,0,2,It was fun but I am also slightly suspicious I got exactly $1.50 and that was the average bonus,44,A few times,NA,White,Male,Non-Hispanic
5aa637861eda41000136d5d2,1,0.29,21,31,No Banner,Lost,0,NA,Chose Non-Hot,100,19,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,2,0.27999999999999997,35,16,Banner,Lost,8,nonhot_win_number,Chose Hot,91,8,51,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,3,0.6299999999999999,17,17,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,4,0.6199999999999999,23,27,No Banner,Lost,0,NA,Chose Non-Hot,96,5,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,5,0.6099999999999999,19,29,No Banner,Lost,0,NA,Chose Non-Hot,97,3,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,6,0.5999999999999999,22,36,No Banner,Lost,0,NA,Chose Non-Hot,86,10,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,7,0.5899999999999999,15,24,No Banner,Lost,0,NA,Chose Non-Hot,93,8,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,8,0.5799999999999998,32,14,Banner,Lost,3,nonhot_win_number,Chose Hot,96,3,5,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,9,0.5699999999999998,3,35,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,10,0.5599999999999998,22,30,Banner,Lost,16,nonhot_win_number,Chose Non-Hot,97,7,9,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,11,0.9099999999999998,24,24,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,12,0.8999999999999998,8,34,No Banner,Lost,0,NA,Chose Non-Hot,97,6,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,13,0.8899999999999998,27,9,Banner,Lost,1,nonhot_win_number,Chose Hot,100,9,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,14,0.8799999999999998,3,33,No Banner,Lost,0,NA,Chose Non-Hot,93,8,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,15,1.2299999999999998,29,29,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,16,1.2199999999999998,10,22,No Banner,Lost,0,NA,Chose Non-Hot,94,4,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,17,1.2099999999999995,28,30,Banner,Lost,1,nonhot_win_number,Chose Non-Hot,96,7,54,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,18,1.1999999999999995,18,20,Banner,Lost,16,hot_win_number,Chose Hot,91,6,6,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,19,1.1899999999999995,14,1,Banner,Lost,3,hot_win_number,Chose Hot,97,97,3,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,20,1.1799999999999995,28,29,No Banner,Lost,0,NA,Chose Non-Hot,92,5,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,21,1.5299999999999998,15,15,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,22,1.5199999999999998,34,4,No Banner,Lost,0,NA,Chose Non-Hot,89,6,NA,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,23,1.5099999999999998,4,31,Banner,Lost,8,hot_win_number,Chose Hot,94,5,5,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5aa637861eda41000136d5d2,24,1.4999999999999998,19,31,Banner,Lost,2,nonhot_win_number,Chose Hot,96,4,5,2,I have a feeling that the bonus was pre determined.,35,Never,NA,Black/African American,Male,Non-Hispanic
5acb69b70527ba0001c25872,1,0.29,27,36,Banner,Lost,1,nonhot_win_number,Chose Hot,6,7,NA,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,2,0.27999999999999997,16,15,Banner,Lost,3,hot_win_number,Chose Non-Hot,74,74,19,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,3,0.26999999999999996,29,26,No Banner,Lost,0,NA,Chose Non-Hot,10,11,NA,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,4,0.25999999999999995,29,7,No Banner,Lost,0,NA,Chose Non-Hot,8,8,NA,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,5,0.6099999999999999,29,29,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,6,0.5999999999999999,29,32,Banner,Lost,1,nonhot_win_number,Chose Non-Hot,8,8,5,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,7,0.5899999999999999,29,4,No Banner,Lost,0,NA,Chose Non-Hot,9,4,NA,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
5acb69b70527ba0001c25872,8,0.5799999999999998,29,24,Banner,Lost,16,nonhot_win_number,Chose Non-Hot,8,11,6,2,nothing in particular,29,Never,NA,White,Male,Non-Hispanic
