prolific_pid,trial,balance,chosen_number,winner_number,banner_yn,win_status,hot_set_size,outcome_rel_to_hot,choice_hot,regret_chosen,regret_notchosen_winner,regret_notchosen_hot_loser,comp_tries_to_pass,feedback,age,gamble_freq_12mo,hot_reliance,race,gender,ethnicity
P0019,3,0.07000000000000002,8,23,Banner,Lost,16,hot_win_number,Chose Hot,0,0,0,1,,56,About once a month,NA,White,Male,Non-Hispanic
P0019,4,0.42,28,28,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,56,About once a month,NA,White,Male,Non-Hispanic
P0020,1,0.09000000000000001,23,29,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,3,,64,About once a month,NA,White,Female,Non-Hispanic
P0020,2,0.08000000000000002,7,23,Banner,Lost,2,hot_win_number,Chose Non-Hot,100,100,9,3,,64,About once a month,NA,White,Female,Non-Hispanic
P0020,3,0.07000000000000002,27,23,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,3,,64,About once a month,NA,White,Female,Non-Hispanic
P0020,4,0.42,34,34,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3,,64,About once a month,NA,White,Female,Non-Hispanic
P0024,1,0.09000000000000001,5,36,No Banner,Lost,0,NA,Chose Non-Hot,9,67,NA,2,,56,Never,NA,White,Female,Non-Hispanic
P0024,2,0.08000000000000002,30,32,Banner,Lost,2,hot_win_number,Chose Hot,4,78,NA,2,,56,Never,NA,White,Female,Non-Hispanic
P0024,3,0.07000000000000002,33,24,Banner,Lost,16,hot_win_number,Chose Hot,4,30,2,2,,56,Never,NA,White,Female,Non-Hispanic
P0024,4,0.42,36,36,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,56,Never,NA,White,Female,Non-Hispanic
P0026,1,0.09000000000000001,16,31,No Banner,Lost,0,NA,Chose Non-Hot,78,95,NA,2,The last round might be given to me as a bonus. I didn't think I would win that one but thank you anyway!,45,Never,NA,Asian,Female,Non-Hispanic
P0026,2,0.08000000000000002,34,22,Banner,Lost,2,hot_win_number,Chose Hot,79,90,NA,2,The last round might be given to me as a bonus. I didn't think I would win that one but thank you anyway!,45,Never,NA,Asian,Female,Non-Hispanic
P0026,3,0.07000000000000002,36,27,Banner,Lost,16,hot_win_number,Chose Hot,75,85,0,2,The last round might be given to me as a bonus. I didn't think I would win that one but thank you anyway!,45,Never,NA,Asian,Female,Non-Hispanic
P0026,4,0.42,21,21,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,The last round might be given to me as a bonus. I didn't think I would win that one but thank you anyway!,45,Never,NA,Asian,Female,Non-Hispanic
P0029,1,0.09000000000000001,27,34,No Banner,Lost,0,NA,Chose Non-Hot,0,0,NA,4,,32,A few times,NA,Asian,Female,Non-Hispanic
P0029,2,0.08000000000000002,13,1,Banner,Lost,2,hot_win_number,Chose Non-Hot,19,0,0,4,,32,A few times,NA,Asian,Female,Non-Hispanic
P0029,3,0.07000000000000002,29,33,Banner,Lost,16,hot_win_number,Chose Hot,27,12,0,4,,32,A few times,NA,Asian,Female,Non-Hispanic
P0029,4,0.42,14,14,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,4,,32,A few times,NA,Asian,Female,Non-Hispanic
P0035,1,0.09000000000000001,8,2,No Banner,Lost,0,NA,Chose Non-Hot,14,15,NA,2,,37,A few times,NA,Black/African American,Male,Non-Hispanic
P0035,2,0.08000000000000002,3,14,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,,37,A few times,NA,Black/African American,Male,Non-Hispanic
P0035,3,0.07000000000000002,9,24,Banner,Lost,16,hot_win_number,Chose Hot,30,30,0,2,,37,A few times,NA,Black/African American,Male,Non-Hispanic
P0035,4,0.42,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,37,A few times,NA,Black/African American,Male,Non-Hispanic
P0037,1,0.09000000000000001,36,26,No Banner,Lost,0,NA,Chose Non-Hot,72,18,NA,4,the comprehension check was a little harder than it should be. ,32,Never,NA,White,Female,Hispanic
P0037,2,0.08000000000000002,2,32,Banner,Lost,2,hot_win_number,Chose Hot,92,98,NA,4,the comprehension check was a little harder than it should be. ,32,Never,NA,White,Female,Hispanic
P0037,3,0.07000000000000002,27,10,Banner,Lost,16,hot_win_number,Chose Hot,60,48,14,4,the comprehension check was a little harder than it should be. ,32,Never,NA,White,Female,Hispanic
P0037,4,0.42,24,24,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,4,the comprehension check was a little harder than it should be. ,32,Never,NA,White,Female,Hispanic
P0040,1,0.09000000000000001,13,34,No Banner,Lost,0,NA,Chose Non-Hot,80,100,NA,1,"I thought it was fun! Shorter than I expected, but maybe that was because I ended up winning, I'm not sure. Thanks for the study! :) ",24,A few times,NA,White,Male,Non-Hispanic
P0040,2,0.08000000000000002,36,31,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1,"I thought it was fun! Shorter than I expected, but maybe that was because I ended up winning, I'm not sure. Thanks for the study! :) ",24,A few times,NA,White,Male,Non-Hispanic
P0040,3,0.07000000000000002,9,20,Banner,Lost,16,hot_win_number,Chose Hot,89,67,46,1,"I thought it was fun! Shorter than I expected, but maybe that was because I ended up winning, I'm not sure. Thanks for the study! :) ",24,A few times,NA,White,Male,Non-Hispanic
P0040,4,0.42,4,4,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,"I thought it was fun! Shorter than I expected, but maybe that was because I ended up winning, I'm not sure. Thanks for the study! :) ",24,A few times,NA,White,Male,Non-Hispanic
P0042,1,0.09000000000000001,16,3,No Banner,Lost,0,NA,Chose Non-Hot,34,100,NA,3,,57,A few times,NA,White,Female,Non-Hispanic
P0042,2,0.08000000000000002,1,5,Banner,Lost,2,hot_win_number,Chose Hot,97,100,NA,3,,57,A few times,NA,White,Female,Non-Hispanic
P0042,3,0.07000000000000002,13,24,Banner,Lost,16,hot_win_number,Chose Hot,85,100,0,3,,57,A few times,NA,White,Female,Non-Hispanic
P0042,4,0.42,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3,,57,A few times,NA,White,Female,Non-Hispanic
P0043,1,0.09000000000000001,7,3,No Banner,Lost,0,NA,Chose Non-Hot,94,86,NA,2,thank you,39,About once a week,NA,White,Female,Non-Hispanic
P0043,2,0.08000000000000002,14,17,Banner,Lost,2,hot_win_number,Chose Hot,75,90,NA,2,thank you,39,About once a week,NA,White,Female,Non-Hispanic
P0043,3,0.07000000000000002,12,6,Banner,Lost,16,hot_win_number,Chose Hot,84,97,0,2,thank you,39,About once a week,NA,White,Female,Non-Hispanic
P0043,4,0.42,12,12,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,thank you,39,About once a week,NA,White,Female,Non-Hispanic
P0047,1,0.09000000000000001,22,10,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,2,0.08000000000000002,19,35,Banner,Lost,2,hot_win_number,Chose Hot,50,50,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,3,0.07000000000000002,29,10,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,4,0.42,23,23,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,5,0.09000000000000001,22,19,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,6,0.08000000000000002,21,29,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,7,0.07000000000000002,21,30,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0047,8,0.42,22,22,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,This was fun; thanks.,44,A few times,NA,White,Female,Non-Hispanic
P0048,1,0.09000000000000001,17,3,No Banner,Lost,0,NA,Chose Non-Hot,2,99,NA,2,I always choose 17 when playing roulette; because chasing numbers typically does not work and eventually 17 will get hot.,45,About once a month,NA,White,Male,Non-Hispanic
P0048,2,0.08000000000000002,17,24,Banner,Lost,2,hot_win_number,Chose Non-Hot,2,98,0,2,I always choose 17 when playing roulette; because chasing numbers typically does not work and eventually 17 will get hot.,45,About once a month,NA,White,Male,Non-Hispanic
P0048,3,0.07000000000000002,17,4,Banner,Lost,16,hot_win_number,Chose Non-Hot,0,100,0,2,I always choose 17 when playing roulette; because chasing numbers typically does not work and eventually 17 will get hot.,45,About once a month,NA,White,Male,Non-Hispanic
P0048,4,0.42,17,17,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I always choose 17 when playing roulette; because chasing numbers typically does not work and eventually 17 will get hot.,45,About once a month,NA,White,Male,Non-Hispanic
P0049,1,0.09000000000000001,18,32,No Banner,Lost,0,NA,Chose Non-Hot,97,97,NA,2,,62,Never,NA,White,Female,Non-Hispanic
P0049,2,0.08000000000000002,29,9,Banner,Lost,2,hot_win_number,Chose Hot,97,100,NA,2,,62,Never,NA,White,Female,Non-Hispanic
P0049,3,0.07000000000000002,11,4,Banner,Lost,16,hot_win_number,Chose Hot,99,98,0,2,,62,Never,NA,White,Female,Non-Hispanic
P0049,4,0.42,17,17,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,62,Never,NA,White,Female,Non-Hispanic
P0059,1,0.09000000000000001,16,21,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,3,,30,About once a month,NA,White,Male,Non-Hispanic
P0059,2,0.08000000000000002,15,26,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,3,,30,About once a month,NA,White,Male,Non-Hispanic
P0059,3,0.07000000000000002,14,12,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,3,,30,About once a month,NA,White,Male,Non-Hispanic
P0059,4,0.42,27,27,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3,,30,About once a month,NA,White,Male,Non-Hispanic
P0060,1,0.09000000000000001,11,6,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,5,it is fun,59,Never,NA,White,Female,Non-Hispanic
P0060,2,0.08000000000000002,7,31,Banner,Lost,2,hot_win_number,Chose Non-Hot,100,100,100,5,it is fun,59,Never,NA,White,Female,Non-Hispanic
P0060,3,0.07000000000000002,7,34,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,5,it is fun,59,Never,NA,White,Female,Non-Hispanic
P0060,4,0.42,30,30,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,5,it is fun,59,Never,NA,White,Female,Non-Hispanic
P0062,1,0.09000000000000001,23,9,No Banner,Lost,0,NA,Chose Non-Hot,7,69,NA,1,,40,A few times,NA,White,Female,Non-Hispanic
P0062,2,0.08000000000000002,23,15,Banner,Lost,2,hot_win_number,Chose Non-Hot,6,68,0,1,,40,A few times,NA,White,Female,Non-Hispanic
P0062,3,0.07000000000000002,23,7,Banner,Lost,16,hot_win_number,Chose Hot,11,72,1,1,,40,A few times,NA,White,Female,Non-Hispanic
P0062,4,0.42,23,23,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,,40,A few times,NA,White,Female,Non-Hispanic
P0067,1,0.09000000000000001,14,31,No Banner,Lost,0,NA,Chose Non-Hot,95,97,NA,2,fun,35,A few times,NA,Black/African American,Male,Non-Hispanic
P0067,2,0.08000000000000002,20,34,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,fun,35,A few times,NA,Black/African American,Male,Non-Hispanic
P0067,3,0.07000000000000002,34,29,Banner,Lost,16,hot_win_number,Chose Hot,96,94,95,2,fun,35,A few times,NA,Black/African American,Male,Non-Hispanic
P0067,4,0.42,34,34,No Banner,Won,0,NA,Chose Non-Hot,6,NA,NA,2,fun,35,A few times,NA,Black/African American,Male,Non-Hispanic
P0068,1,0.09000000000000001,3,28,No Banner,Lost,0,NA,Chose Non-Hot,70,95,NA,4,,31,Daily or almost daily,NA,White,Male,Non-Hispanic
P0068,2,0.08000000000000002,7,24,Banner,Lost,2,hot_win_number,Chose Hot,79,84,NA,4,,31,Daily or almost daily,NA,White,Male,Non-Hispanic
P0068,3,0.07000000000000002,7,19,Banner,Lost,16,hot_win_number,Chose Hot,65,46,8,4,,31,Daily or almost daily,NA,White,Male,Non-Hispanic
P0068,4,0.42,7,7,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,4,,31,Daily or almost daily,NA,White,Male,Non-Hispanic
P0074,1,0.09000000000000001,16,4,No Banner,Lost,0,NA,Chose Non-Hot,100,8,NA,4,it was fun to gamble and play,43,A few times,NA,White,Male,Non-Hispanic
P0074,2,0.08000000000000002,27,29,Banner,Lost,2,hot_win_number,Chose Hot,58,100,NA,4,it was fun to gamble and play,43,A few times,NA,White,Male,Non-Hispanic
P0074,3,0.07000000000000002,10,34,Banner,Lost,16,hot_win_number,Chose Hot,27,48,51,4,it was fun to gamble and play,43,A few times,NA,White,Male,Non-Hispanic
P0074,4,0.42,1,1,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,4,it was fun to gamble and play,43,A few times,NA,White,Male,Non-Hispanic
P0087,1,0.09000000000000001,33,12,No Banner,Lost,0,NA,Chose Non-Hot,46,74,NA,5,Iteresting at least I won once,62,A few times,NA,White,Male,Non-Hispanic
P0087,2,0.08000000000000002,28,34,Banner,Lost,2,hot_win_number,Chose Hot,38,84,NA,5,Iteresting at least I won once,62,A few times,NA,White,Male,Non-Hispanic
P0087,3,0.07000000000000002,11,30,Banner,Lost,16,hot_win_number,Chose Hot,87,69,56,5,Iteresting at least I won once,62,A few times,NA,White,Male,Non-Hispanic
P0087,4,0.42,32,32,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,5,Iteresting at least I won once,62,A few times,NA,White,Male,Non-Hispanic
P0091,1,0.09000000000000001,25,11,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,2,nonoe,41,A few times,NA,White,Female,Non-Hispanic
P0091,2,0.08000000000000002,25,20,Banner,Lost,2,hot_win_number,Chose Hot,68,97,NA,2,nonoe,41,A few times,NA,White,Female,Non-Hispanic
P0091,3,0.07000000000000002,16,21,Banner,Lost,16,hot_win_number,Chose Hot,82,78,5,2,nonoe,41,A few times,NA,White,Female,Non-Hispanic
P0091,4,0.42,25,25,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,nonoe,41,A few times,NA,White,Female,Non-Hispanic
P0094,1,0.09000000000000001,18,9,No Banner,Lost,0,NA,Chose Non-Hot,0,0,NA,2,,39,Never,NA,White,Male,Non-Hispanic
P0094,2,0.08000000000000002,5,12,Banner,Lost,2,hot_win_number,Chose Hot,11,40,NA,2,,39,Never,NA,White,Male,Non-Hispanic
P0094,3,0.07000000000000002,36,18,Banner,Lost,16,hot_win_number,Chose Hot,0,0,0,2,,39,Never,NA,White,Male,Non-Hispanic
P0094,4,0.42,14,14,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,39,Never,NA,White,Male,Non-Hispanic
P0095,1,0.09000000000000001,18,26,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,2,I liked it. iT WAS FUN,63,About once a week,NA,White,Female,Non-Hispanic
P0095,2,0.08000000000000002,36,31,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,I liked it. iT WAS FUN,63,About once a week,NA,White,Female,Non-Hispanic
P0095,3,0.07000000000000002,13,17,Banner,Lost,16,hot_win_number,Chose Hot,100,100,1,2,I liked it. iT WAS FUN,63,About once a week,NA,White,Female,Non-Hispanic
P0095,4,0.42,17,17,No Banner,Won,0,NA,Chose Non-Hot,5,NA,NA,2,I liked it. iT WAS FUN,63,About once a week,NA,White,Female,Non-Hispanic
P0097,1,0.09000000000000001,1,14,No Banner,Lost,0,NA,Chose Non-Hot,0,50,NA,1,Take care.,34,Never,NA,White,Male,Non-Hispanic
P0097,2,0.08000000000000002,1,4,Banner,Lost,2,hot_win_number,Chose Hot,0,0,NA,1,Take care.,34,Never,NA,White,Male,Non-Hispanic
P0097,3,0.07000000000000002,2,4,Banner,Lost,16,hot_win_number,Chose Hot,0,0,0,1,Take care.,34,Never,NA,White,Male,Non-Hispanic
P0097,4,0.42,1,1,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,Take care.,34,Never,NA,White,Male,Non-Hispanic
P0098,1,0.09000000000000001,21,2,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,2,it was fun,63,Never,NA,White,Female,Non-Hispanic
P0098,2,0.08000000000000002,18,7,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,it was fun,63,Never,NA,White,Female,Non-Hispanic
P0098,3,0.07000000000000002,15,28,Banner,Lost,16,hot_win_number,Chose Hot,100,100,60,2,it was fun,63,Never,NA,White,Female,Non-Hispanic
P0098,4,0.42,14,14,No Banner,Won,0,NA,Chose Non-Hot,1,NA,NA,2,it was fun,63,Never,NA,White,Female,Non-Hispanic
P0099,1,0.09000000000000001,5,32,No Banner,Lost,0,NA,Chose Non-Hot,10,5,NA,1,"Fun experiment, thanks",35,About once a week,NA,Asian,Male,Non-Hispanic
P0099,2,0.08000000000000002,1,28,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1,"Fun experiment, thanks",35,About once a week,NA,Asian,Male,Non-Hispanic
P0099,3,0.07000000000000002,1,3,Banner,Lost,16,hot_win_number,Chose Hot,5,0,0,1,"Fun experiment, thanks",35,About once a week,NA,Asian,Male,Non-Hispanic
P0099,4,0.42,1,1,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,"Fun experiment, thanks",35,About once a week,NA,Asian,Male,Non-Hispanic
P0102,1,0.09000000000000001,18,16,No Banner,Lost,0,NA,Chose Non-Hot,22,46,NA,2,I'm guessing every single person who did this had the same result.,62,About once a week,NA,White,Male,Non-Hispanic
P0102,2,0.08000000000000002,22,4,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2,I'm guessing every single person who did this had the same result.,62,About once a week,NA,White,Male,Non-Hispanic
P0102,3,0.07000000000000002,6,35,Banner,Lost,16,hot_win_number,Chose Hot,22,85,0,2,I'm guessing every single person who did this had the same result.,62,About once a week,NA,White,Male,Non-Hispanic
P0102,4,0.42,22,22,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,I'm guessing every single person who did this had the same result.,62,About once a week,NA,White,Male,Non-Hispanic
P0103,1,0.09000000000000001,18,36,No Banner,Lost,0,NA,Chose Non-Hot,82,16,NA,1,thank you,46,Daily or almost daily,NA,White,Male,Non-Hispanic
P0103,2,0.08000000000000002,21,9,Banner,Lost,2,hot_win_number,Chose Non-Hot,84,81,21,1,thank you,46,Daily or almost daily,NA,White,Male,Non-Hispanic
P0103,3,0.07000000000000002,17,20,Banner,Lost,16,hot_win_number,Chose Hot,80,98,13,1,thank you,46,Daily or almost daily,NA,White,Male,Non-Hispanic
P0103,4,0.42,10,10,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,thank you,46,Daily or almost daily,NA,White,Male,Non-Hispanic
P0104,1,0.09000000000000001,23,10,No Banner,Lost,0,NA,Chose Non-Hot,0,50,NA,1,Interesting and thought-provoking study. I enjoyed participating.,57,A few times,NA,White,Male,Non-Hispanic
P0104,2,0.08000000000000002,4,21,Banner,Lost,2,hot_win_number,Chose Non-Hot,0,30,0,1,Interesting and thought-provoking study. I enjoyed participating.,57,A few times,NA,White,Male,Non-Hispanic
P0104,3,0.07000000000000002,23,2,Banner,Lost,16,hot_win_number,Chose Non-Hot,0,20,20,1,Interesting and thought-provoking study. I enjoyed participating.,57,A few times,NA,White,Male,Non-Hispanic
P0104,4,0.42,23,23,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,Interesting and thought-provoking study. I enjoyed participating.,57,A few times,NA,White,Male,Non-Hispanic
P0112,1,0.09000000000000001,11,14,No Banner,Lost,0,NA,Chose Non-Hot,67,97,NA,3,No feedback ,36,A few times,NA,White,Female,Non-Hispanic
P0112,2,0.08000000000000002,24,32,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,3,No feedback ,36,A few times,NA,White,Female,Non-Hispanic
P0112,3,0.07000000000000002,32,3,Banner,Lost,16,hot_win_number,Chose Hot,99,96,0,3,No feedback ,36,A few times,NA,White,Female,Non-Hispanic
P0112,4,0.42,32,32,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3,No feedback ,36,A few times,NA,White,Female,Non-Hispanic
P0116,1,0.09000000000000001,17,32,No Banner,Lost,0,NA,Chose Non-Hot,0,71,NA,2,This was a fun little game and experiment.,52,About once a month,NA,White,Male,Non-Hispanic
P0116,2,0.08000000000000002,7,33,Banner,Lost,2,hot_win_number,Chose Hot,85,95,NA,2,This was a fun little game and experiment.,52,About once a month,NA,White,Male,Non-Hispanic
P0116,3,0.07000000000000002,17,23,Banner,Lost,16,hot_win_number,Chose Hot,25,80,0,2,This was a fun little game and experiment.,52,About once a month,NA,White,Male,Non-Hispanic
P0116,4,0.42,26,26,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,This was a fun little game and experiment.,52,About once a month,NA,White,Male,Non-Hispanic
P0121,1,0.09000000000000001,16,19,No Banner,Lost,0,NA,Chose Non-Hot,89,84,NA,1,,50,Never,NA,Black/African American,Male,Non-Hispanic
P0121,2,0.08000000000000002,8,31,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1,,50,Never,NA,Black/African American,Male,Non-Hispanic
P0121,3,0.07000000000000002,27,35,Banner,Lost,16,hot_win_number,Chose Hot,93,70,77,1,,50,Never,NA,Black/African American,Male,Non-Hispanic
P0121,4,0.42,24,24,No Banner,Won,0,NA,Chose Non-Hot,2,NA,NA,1,,50,Never,NA,Black/African American,Male,Non-Hispanic
P0122,1,0.09000000000000001,26,27,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,2,,74,A few times,NA,White,Female,Non-Hispanic
P0122,2,0.08000000000000002,23,34,Banner,Lost,2,hot_win_number,Chose Hot,81,100,NA,2,,74,A few times,NA,White,Female,Non-Hispanic
P0122,3,0.07000000000000002,17,4,Banner,Lost,16,hot_win_number,Chose Hot,59,100,1,2,,74,A few times,NA,White,Female,Non-Hispanic
P0122,4,0.42,29,29,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,74,A few times,NA,White,Female,Non-Hispanic
P0125,1,0.09000000000000001,23,15,No Banner,Lost,0,NA,Chose Non-Hot,75,54,NA,1,I'm glad I won at least one of the rounds.,74,A few times,NA,White,Female,Non-Hispanic
P0125,2,0.08000000000000002,5,36,Banner,Lost,2,hot_win_number,Chose Hot,35,62,NA,1,I'm glad I won at least one of the rounds.,74,A few times,NA,White,Female,Non-Hispanic
P0125,3,0.07000000000000002,4,36,Banner,Lost,16,hot_win_number,Chose Hot,14,15,5,1,I'm glad I won at least one of the rounds.,74,A few times,NA,White,Female,Non-Hispanic
P0125,4,0.42,25,25,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,I'm glad I won at least one of the rounds.,74,A few times,NA,White,Female,Non-Hispanic
P0127,1,0.09000000000000001,14,15,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,1,It was hard to choose the correct number out of 36 possible numbers,30,A few times,NA,Black/African American,Female,Non-Hispanic
P0127,2,0.08000000000000002,20,4,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1,It was hard to choose the correct number out of 36 possible numbers,30,A few times,NA,Black/African American,Female,Non-Hispanic
P0127,3,0.07000000000000002,25,10,Banner,Lost,16,hot_win_number,Chose Hot,100,100,0,1,It was hard to choose the correct number out of 36 possible numbers,30,A few times,NA,Black/African American,Female,Non-Hispanic
P0127,4,0.42,16,16,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1,It was hard to choose the correct number out of 36 possible numbers,30,A few times,NA,Black/African American,Female,Non-Hispanic
P0135,1,0.09000000000000001,3,21,No Banner,Lost,0,NA,Chose Non-Hot,0,0,NA,2,,18,Never,NA,White,Female,Non-Hispanic
P0135,2,0.08000000000000002,3,12,Banner,Lost,2,hot_win_number,Chose Non-Hot,0,0,0,2,,18,Never,NA,White,Female,Non-Hispanic
P0135,3,0.07000000000000002,3,4,Banner,Lost,16,hot_win_number,Chose Hot,0,0,0,2,,18,Never,NA,White,Female,Non-Hispanic
P0135,4,0.42,3,3,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2,,18,Never,NA,White,Female,Non-Hispanic
